,Кодировка,Балл ЕГЭ,Код ученика
2847,soc_ege_max_w2_071018_vld,60.0,s1768
2848,rus_ege_max_w2_051018_vld,67.0,s1768
2849,mat_ege_max_w2_051018_vld,33.0,s1768
2850,eng_int_on_w2_050219_1kumsk,91.0,s1769
2851,rus_ege_int_w2_100219_18krsn,98.0,s1770
2852,rus_ege_sint_lvl2_SRED_200319_5shpspb,98.0,s1771
2853,phi_ege_sint_SRED_on_160319_1web,78.0,s1771
2854,rus_ege_max_w1_050918_77mgnsk,55.0,s1772
2855,soc_ege_max_w1_030918_21mgnsk,52.0,s1772
2856,mat_ege_max_on_w1_040918_4kum,62.0,s1773
2857,rus_ege_max_w1_090918_21chekb,78.0,s1773
2858,soc_opt_w1_031118_4chekb,68.0,s1774
2859,phi_ege_max_w1_030918_43chekb,53.0,s1775
2860,phi_ege_opt_w2_011218_5aim,49.0,s1776
2861,mat_ege_max_w1_080918_60okm,68.0,s1777
2862,phi_ege_max_w1_080918_137okm,52.0,s1777
2863,rus_ege_max_w1_080918_123okm,78.0,s1777
2864,his_ege_int_ctp_mini_on_130219_2web,0.0,s1778
2865,soc_ege_int_ctp_mini_on_100219_2web,64.0,s1778
2866,lit_ege_on_personal_int_080119_1m,0.0,s1779
2867,eng_ege_on_personal_int_080119_1m,77.0,s1779
2868,soc_ege_int_w2_090219_5vspb,76.0,s1779
2869,rus_opt_on_w2_261118_mgnsk,81.0,s1780
2870,his_ege_int_w2_070219_4yar,55.0,s1781
2871,soc_ege_sint_310319_2yar,57.0,s1781
2872,mat_opt_w1_041118_4chekb,50.0,s1782
2873,soc_ege_max_w2_011018_93kum,99.0,s1783
2874,phi_ege_max_w1_090918_94vpspb,55.0,s1784
2875,soc_ege_max_w2_071018_vld,53.0,s1785
2876,rus_ege_max_w2_051018_vld,76.0,s1785
2877,mat_ege_max_w2_041018_14knn,33.0,s1786
2878,soc_ege_int_w2_060219_4knn,47.0,s1786
2879,bio_ege_max_on_w1_050918_19kum,69.0,s1787
2880,soc_ege_max_on_w1_040918_10kum,74.0,s1788
2881,mat_ege_max_w1_090918_11mgnsk,72.0,s1788
2882,soc_ege_max_w1_080918_80okm,49.0,s1789
2883,mat_ege_max_w1_070918_55kum,56.0,s1789
2884,rus_ege_max_w1_080918_123okm,69.0,s1789
2885,rus_ege_max_w2_021018_26chekb,72.0,s1790
2886,che_ege_max_w2_011018_68chekb,44.0,s1790
2887,his_ege_max_w2_071018_52chekb,55.0,s1791
2888,soc_ege_max_w2_071018_26mgnsk,89.0,s1792
2889,rus_ege_max_w1_031018_3volgd,71.0,s1793
2890,phi_ege_max_w2_071018_1volgd,92.0,s1793
2891,mat_ege_max_w2_061018_4volgd,78.0,s1793
2892,mat_int_on_w2_100219_1kumsk,78.0,s1793
2893,soc_ege_max_on+class_w2_230918_1tula,70.0,s1794
2894,his_int_on_w2_080219_1kumsk,60.0,s1794
2895,rus_ege_max_w2_021018_85vpspb,87.0,s1795
2896,lit_ege_max_w1_070918_37kum,58.0,s1796
2897,rus_ege_max_w1_070918_118kum,65.0,s1796
2898,rus_ege_max_w2_041018_110kum,91.0,s1797
2899,soc_ege_max_w1_030918_99okm,62.0,s1797
2900,mat_ege_max_w1_040918_44blm,68.0,s1797
2901,his_ege_int_ctp_mini_on_130219_2web,0.0,s1798
2902,rus_ege_max_w1_090918_84vpspb,64.0,s1799
2903,soc_ege_max_w1_040918_79okm,97.0,s1800
2904,mat_ege_max_w1_060918_74okm,84.0,s1800
2905,mat_ege_max_on_w1_040918_4kum,50.0,s1801
2906,soc_ege_max_w1_040918_79okm,64.0,s1802
2907,lit_ege_max_w1_070918_37kum,84.0,s1802
2908,mat_ege_max_w1_040918_44blm,68.0,s1803
2909,mat_ege_max_w1_030918_48kum,50.0,s1804
2910,lit_opt_on_w2_261118_kumsk,87.0,s1805
2911,soc_ege_max_w1_070918_36chekb,92.0,s1806
2912,his_ege_max_w1_060918_50chekb,54.0,s1806
2913,mat_ege_max_w2_041018_43vpspb,94.0,s1807
2914,rus_ege_max_w1_060918_3knn,72.0,s1808
2915,his_ege_max_w1_040918_41knn,47.0,s1808
2916,lit_int_on_w2_050219_1kumsk,87.0,s1809
2917,rus_ege_int_w2_070219_1mgnsk,51.0,s1810
2918,INF_EGE_MAX_W1_080918_26Okm,70.0,s1811
2919,mat_ege_max_w1_080918_60okm,74.0,s1811
2920,phi_ege_max_w1_080918_137okm,51.0,s1811
2921,his_ege_max_w2_011018_47mgnsk,62.0,s1812
2922,soc_ege_max_w2_071018_26mgnsk,60.0,s1812
2923,che_ege_opt_w2_011218_2vpspb,80.0,s1813
2924,lit_ege_max_w1_080918_38okm,72.0,s1814
2925,rus_ege_max_w1_080918_123okm,73.0,s1814
2926,mat_ege_max_w2_051018_18chekb,50.0,s1815
2927,rus_ege_int_w2_100219_18krsn,91.0,s1816
2928,mat_ege_opt_w2_011218_3krsn,56.0,s1816
2929,che_ege_opt_w2_261118_1krsn,62.0,s1816
2930,soc_ege_max_w2_011018_37chekb,69.0,s1817
2931,mat_ege_int_w2_040219_6vspb,78.0,s1818
2932,his_ege_max_w2_041018_23vpspb,60.0,s1819
2933,mat_ege_int_w2_040219_6vspb,72.0,s1820
2934,soc_ege_max_w1_040918_63vpspb,91.0,s1821
2935,his_ege_max_w1_080918_20vpspb,70.0,s1821
2936,his_ege_max_on_w1_050918_16kum,0.0,s1822
2937,mat_opt_on_w2_271118_knn,88.0,s1823
2938,his_ege_on_personal_god_241218_21m,75.0,s1824
2939,che_ege_max_w1_050918_65chekb,52.0,s1825
2940,rus_ege_max_w1_070918_22chekb,72.0,s1825
2941,soc_ege_max_w1_060918_31chekb,62.0,s1826
2942,mat_ege_max_w1_030918_1chekb,70.0,s1826
2943,mat_ege_max_w2_031018_14mgnsk,45.0,s1827
2944,phi_opt_w2_291118_1knn,42.0,s1828
2945,eng_ege_max_w1_050918_1blm,62.0,s1829
2946,his_ege_max_w2_071018_1tlt,60.0,s1830
2947,his_opt_w2_281118_2mgnsk,50.0,s1831
2948,rus_opt_w2_261118_3mgnsk,82.0,s1831
2949,mat_ege_max_on_w2_031018_35Knn,74.0,s1832
2950,rus_ege_int_w2_070219_4vspb,76.0,s1833
2951,mat_ege_sint_lvl2_SRED_170319_6chekb,92.0,s1834
2952,bio_ege_max_w1_050918_46knn,61.0,s1835
2953,mat_opt_w2_271118_1knn,68.0,s1835
2954,rus_ege_max_w1_030918_1knn,85.0,s1835
2955,mat_ege_max_on_w1_030918_3kum,62.0,s1836
2956,mat_ege_max_w1_030918_36vpspb,62.0,s1837
2957,soc_ege_max_w1_090918_84blm,57.0,s1838
2958,mat_ege_max_w1_090918_41blm,70.0,s1838
2959,rus_ege_max_w2_051018_6knn,70.0,s1839
2960,mat_ege_max_w2_071018_16knn,45.0,s1839
2961,bio_ege_max_w2_071018_48knn,56.0,s1839
2962,lit_opt_on_w2_261118_kumsk,0.0,s1840
2963,rus_ege_max_w1_030918_1knn,89.0,s1841
2964,his_ege_max_w1_040918_41knn,68.0,s1841
2965,eng_int_on_w2_050219_1kumsk,71.0,s1841
2966,mat_ege_max_w1_060918_9chekb,70.0,s1842
2967,inf_ege_max_w1_040918_73chekb,73.0,s1842
2968,rus_ege_max_w1_050918_24chekb,64.0,s1842
2969,his_ege_max_on_w1_050918_16kum,64.0,s1843
2970,soc_ege_max_w1_060918_31chekb,81.0,s1844
2971,mat_ege_max_w1_040918_2chekb,45.0,s1844
2972,soc_ege_opt_w2_021218_2irk,56.0,s1845
2973,phi_ege_max_on_w1_060918_9vpspb,62.0,s1846
2974,mat_int_on_w2_100219_1kumsk,70.0,s1847
2975,mat_ege_max_w1_080918_9mgnsk,72.0,s1848
2976,rus_ege_int_w2_070219_4vspb,72.0,s1849
2977,mat_ege_int_w2_040219_6vspb,45.0,s1849
2978,mat_ege_on_personal_int_230119_15m,33.0,s1850
2979,inf_ege_opt_w1_031118_1irk,46.0,s1851
2980,rus_ege_int_w2_100219_18krsn,66.0,s1852
2981,soc_ege_on_personal_god_250918_17m,86.0,s1853
2982,mat_ege_max_on_w2_031018_35Knn,50.0,s1854
2983,mat_ege_max_w1_030918_49okm,50.0,s1855
2984,mat_ege_max_on_w1_090918_6kum,99.0,s1856
2985,mat_ege_max_w1_090918_11mgnsk,50.0,s1857
2986,rus_ege_max_w1_090918_3mgnsk,56.0,s1857
2987,che_ege_max_w2_071018_45knn,45.0,s1858
2988,rus_ege_int_w2_080219_3knn,69.0,s1858
2989,bio_ege_max_w2_071018_48knn,63.0,s1858
2990,mat_ege_int_w2_090219_4knn,39.0,s1858
2991,soc_ege_max_w2_071018_40chekb,92.0,s1859
2992,phi_ege_max_on_w1_050918_8kum,84.0,s1860
2993,mat_ege_max_on_w1_090918_6kum,76.0,s1860
2994,phi_ege_max_w2_041018_132kum,62.0,s1861
2995,rus_ege_int_w2_080219_14yar,54.0,s1862
2996,bio_ege_opt_w2_111218_7yar,42.0,s1862
2997,his_ege_max_w2_011018_47mgnsk,65.0,s1863
2998,phi_ege_max_on_w2_051018_36chekb,58.0,s1864
2999,mat_opt_w1_021118_13vpspb,72.0,s1865
3000,inf_ege_max_w2_041018_49knn,88.0,s1866
3001,rus_ege_max_w2_031018_5knn,91.0,s1866
3002,soc_ege_max_w1_040918_77kum,79.0,s1867
3003,mat_ege_max_w1_080918_59kum,68.0,s1867
3004,rus_ege_sint_SRED_on_170319_1web,76.0,s1867
3005,rus_ege_sint_SRED_on_170319_1web,62.0,s1868
3006,phi_ege_max_w2_041018_132kum,46.0,s1869
3007,mat_ege_max_w1_070918_55kum,33.0,s1869
3008,his_ege_max_on_w1_050918_16kum,96.0,s1870
3009,rus_opt_w1_011118_8kum,73.0,s1871
3010,soc_ege_max_w2_071018_26mgnsk,63.0,s1872
3011,phi_ege_max_w1_030918_43chekb,88.0,s1873
3012,eng_ege_max_w1_060918_6blm,82.0,s1874
3013,soc_ege_max_w1_040918_101blm,63.0,s1874
3014,rus_ege_max_w1_090918_126blm,82.0,s1874
3015,mat_ege_max_w1_090918_41blm,50.0,s1874
3016,inf_ege_max_w1_040918_73chekb,84.0,s1875
3017,mat_ege_max_w1_030918_8chekb,78.0,s1875
3018,mat_ege_max_w1_050918_3chekb,82.0,s1876
3019,phi_ege_max_w1_090918_44chekb,78.0,s1876
3020,mat_ege_int_w2_040219_6vspb,45.0,s1877
3021,soc_ege_int_w2_100219_15volgd,63.0,s1878
3022,phi_ege_opt_w2_011218_1krsn,70.0,s1879
3023,lit_opt_w2_261118_1aim,77.0,s1880
3024,soc_opt_w2_291118_5chekb,68.0,s1881
3025,mat_ege_max_w1_080918_13knn,56.0,s1882
3026,eng_ege_int_w2_060219_1kumsk,98.0,s1883
3027,mat_ege_max_w2_061018_62kum,78.0,s1883
3028,soc_ege_max_w2_061018_78kum,84.0,s1883
3029,phi_ege_int_ctp_mini_on_150219_1web,72.0,s1884
3030,mat_ege_max_w1_070918_56blm,72.0,s1885
3031,eng_ege_max_w1_060918_6blm,78.0,s1885
3032,his_ege_max_w2_071018_vld,50.0,s1886
3033,rus_ege_max_w2_011018_88vpspb,89.0,s1887
3034,eng_ege_max_w2_061018_6vpspb,73.0,s1887
3035,rus_ege_max_w1_040918_2knn,76.0,s1888
3036,phi_ege_max_w1_030918_19knn,64.0,s1888
3037,lit_int_on_w2_050219_1kumsk,87.0,s1889
3038,his_ege_max_w1_030918_49chekb,38.0,s1890
3039,mat_ege_int_baza_120219_1mgnsk,4.0,s1891
3040,eng_ege_max_w1_070918_49mgnsk,38.0,s1891
3041,bio_ege_max_w2_071018_48knn,69.0,s1892
3042,mat_ege_max_w2_041018_14knn,70.0,s1892
3043,mat_ege_max_w1_030918_36vpspb,92.0,s1893
3044,soc_ege_max_w2_071018_26mgnsk,60.0,s1894
3045,rus_ege_max_w2_031018_78mgnsk,76.0,s1894
3046,soc_opt_w2_261118_7aim,50.0,s1895
3047,his_ege_max_on_w1_050918_16kum,65.0,s1896
3048,mat_ege_max_w2_061018_2volgd,39.0,s1897
3049,mat_ege_int_w2_070219_2mgnsk,50.0,s1898
3050,mat_ege_max_on_w2_031018_35Knn,27.0,s1899
3051,mat_ege_max_w1_090918_11mgnsk,72.0,s1900
3052,soc_ege_sint_lvl2_SRED_310319_8mgnsk,86.0,s1901
3053,his_ege_int_ctp_mini_on_120219_1web,89.0,s1901
3054,soc_ege_opt_w2_021218_2irk,55.0,s1902
3055,mat_ege_max_on_w2_031018_35Knn,23.0,s1903
3056,mat_ege_max_w1_050918_31vpspb,50.0,s1904
3057,mat_ege_int_ctp_mini_on_080219_2web,80.0,s1905
3058,bio_ege_max_w2_041018_60mgnsk,77.0,s1905
3059,che_ege_max_w1_030918_106vpspb,68.0,s1906
3060,eng_ege_max_w2_061018_10okm,80.0,s1907
3061,soc_ege_max_w1_030918_99okm,79.0,s1907
3062,mat_ege_int_w2_100219_15krsn,72.0,s1908
3063,his_ege_max_w2_031018_48mgnsk,57.0,s1909
3064,mat_ege_max_w1_040918_8mgnsk,62.0,s1909
3065,soc_ege_max_w1_070918_22mgnsk,42.0,s1909
3066,INF_EGE_MAX_W1_080918_26Okm,79.0,s1910
3067,mat_ege_max_w1_030918_48kum,62.0,s1910
3068,phi_ege_max_w1_080918_137okm,59.0,s1910
3069,lit_ege_max_w1_090918_62chekb,69.0,s1911
3070,mat_ege_on_personal_god_211118_81m,90.0,s1912
3071,soc_opt_w1_031118_4chekb,57.0,s1913
3072,soc_ege_max_on_w1_040918_10kum,76.0,s1914
3073,bio_ege_max_w1_060918_21kum,76.0,s1915
3074,che_ege_max_w1_060918_143kum,95.0,s1915
3075,mat_ege_max_w1_030918_48kum,50.0,s1916
3076,rus_ege_max_w1_070918_118kum,73.0,s1916
3077,mat_ege_int_w2_100219_15krsn,80.0,s1917
3078,mat_ege_sint_lvl2_SRED_270319_9shpspb,62.0,s1918
3079,rus_ege_max_w1_050918_124blm,96.0,s1919
3080,bio_ege_max_w1_060918_21kum,51.0,s1919
3081,mat_ege_max_w1_040918_43kum,62.0,s1919
3082,mat_ege_max_w2_051018_2krsn,72.0,s1920
3083,phi_ege_max_w2_061018_2krsn,68.0,s1920
3084,mat_ege_max_w2_011018_5krsn,39.0,s1921
3085,rus_ege_max_w2_011018_4krsn,71.0,s1921
3086,phi_ege_max_w2_061018_2krsn,44.0,s1921
3087,his_ege_max_on_w1_050918_16kum,0.0,s1922
3088,rus_ege_max_w1_011018_2volgd,85.0,s1923
3089,his_ege_max_w2_031018_1volgd,70.0,s1923
3090,soc_ege_max_w2_071018_1volgd,77.0,s1923
3091,rus_ege_max_w1_040918_2knn,96.0,s1924
3092,phi_ege_max_w1_030918_19knn,78.0,s1924
3093,mat_ege_max_w1_040918_12knn,82.0,s1924
3094,rus_ege_max_w1_040918_121okm,69.0,s1925
3095,his_ege_max_on_w1_050918_16kum,72.0,s1926
3096,his_ege_max_w1_090918_21vpspb,63.0,s1927
3097,rus_ege_max_w1_050918_80vpspb,71.0,s1927
3098,mat_opt_w2_271118_1knn,74.0,s1928
3099,phi_opt_w2_291118_1knn,47.0,s1928
3100,mat_ege_int_w2_070219_14yar,80.0,s1929
3101,phi_int_on_w2_060219_1kumsk,52.0,s1930
3102,mat_ege_max_on_w2_031018_35Knn,68.0,s1930
3103,phi_ege_max_w2_051018_102vpspb,70.0,s1931
3104,rus_ege_max_w2_280918_2irk,59.0,s1932
3105,soc_ege_max_w2_041018_3irk,39.0,s1932
3106,soc_opt_w1_311018_6aim,84.0,s1933
3107,mat_opt_w1_011218_10aim,50.0,s1934
3108,rus_ege_max_w2_280918_2irk,89.0,s1935
3109,his_ege_max_w2_021018_irk,84.0,s1935
3110,rus_ege_max_w1_030918_120blm,67.0,s1936
3111,soc_ege_max_w1_040918_77kum,81.0,s1936
3112,soc_ege_max_w1_080918_33chekb,42.0,s1937
3113,rus_ege_max_w1_070918_22chekb,65.0,s1937
3114,his_ege_sint_ctp_SLAB_on_150319_3web,47.0,s1938
3115,soc_ege_max_w2_071018_40chekb,61.0,s1939
3116,rus_ege_max_w1_090918_21chekb,89.0,s1940
3117,soc_ege_max_w1_040918_30chekb,97.0,s1940
3118,mat_ege_max_w2_021018_surgt,5.0,s1941
3119,his_ege_sint_ctp_SLAB_on_150319_3web,77.0,s1942
3120,mat_ege_max_on_w1_090918_6kum,74.0,s1943
3121,rus_ege_max_on_w2_021018_30Knn,94.0,s1943
3122,mat_ege_max_w1_080918_61blm,92.0,s1944
3123,soc_ege_max_w1_080918_100blm,94.0,s1944
3124,phi_ege_max_on_w2_051018_36chekb,74.0,s1945
3125,mat_ege_max_on_w2_031018_35Knn,74.0,s1945
3126,mat_ege_max_w1_050918_9knn,76.0,s1946
3127,rus_opt_on_w2_261118_mgnsk,67.0,s1947
3128,mat_ege_max_on_w2_071018_32kum,72.0,s1948
3129,mat_ege_max_w2_031018_70kum,70.0,s1949
3130,soc_opt_w2_261118_7aim,61.0,s1950
3131,mat_ege_max_w2_051018_2krsn,62.0,s1951
3132,phi_ege_max_w2_061018_2krsn,64.0,s1951
3133,rus_int_on_w1_070219_1kumsk,94.0,s1952
3134,inf_ege_opt_w1_031118_1irk,77.0,s1953
3135,lit_ege_max_w2_021018_1tlt,65.0,s1954
3136,rus_ege_int_w1_190119_10volgd,71.0,s1955
3137,soc_ege_max_w2_071018_3volgd,60.0,s1955
3138,rus_ege_sint_lvl2_SRED_200319_5shpspb,59.0,s1956
3139,mat_ege_sint_lvl2_SRED_270319_9shpspb,62.0,s1956
3140,eng_ege_max_w2_061018_6vpspb,16.0,s1957
3141,soc_ege_max_w2_011018_66vpspb,35.0,s1957
3142,eng_ege_max_w2_071018_12aim,22.0,s1958
3143,rus_ege_max_w1_030918_120blm,55.0,s1958
3144,mat_ege_max_w1_030918_50blm,86.0,s1958
3145,rus_ege_int_w1_170119_7irk,54.0,s1959
3146,his_ege_max_w1_090918_30kum,91.0,s1960
3147,eng_ege_max_w1_050918_1blm,92.0,s1960
3148,rus_ege_max_w2_021018_85vpspb,76.0,s1961
3149,mat_ege_max_w1_070918_33vpspb,68.0,s1961
3150,phi_opt_w2_011218_3chekb,42.0,s1962
3151,mat_opt_w1_041118_4chekb,72.0,s1962
3152,rus_opt_w1_271118_4chekb,59.0,s1962
3153,rus_ege_max_w2_041018_surgt,76.0,s1963
3154,inf_ege_max_w2_051018_surgt,79.0,s1963
3155,mat_ege_max_w2_021018_surgt,78.0,s1963
3156,his_ege_max_w2_041018_23vpspb,44.0,s1964
3157,soc_opt_w2_021218_10vpspb,54.0,s1964
3158,soc_ege_max_w2_061018_78kum,67.0,s1965
3159,che_ege_max_w2_071018_45knn,76.0,s1966
3160,mat_ege_max_w1_050918_69blm,82.0,s1967
3161,rus_ege_max_w2_021018_107kum,100.0,s1967
3162,rus_ege_opt_w2_011218_2krsn,69.0,s1968
3163,mat_ege_opt_w2_301118_1krsn,68.0,s1968
3164,inf_ege_max_w2_051018_surgt,50.0,s1969
3165,mat_ege_max_w2_011018_surgt,72.0,s1969
3166,mat_ege_max_w1_080918_61blm,78.0,s1970
3167,rus_ege_max_on_w1_040918_1kum,96.0,s1970
3168,soc_ege_max_w1_080918_100blm,99.0,s1970
3169,phi_ege_max_on_w1_060918_9vpspb,50.0,s1971
3170,phi_ege_opt_w2_271118_7rnd,27.0,s1972
3171,mat_ege_max_w2_011018_rnd,68.0,s1972
3172,mat_ege_max_w1_030918_49okm,82.0,s1973
3173,soc_ege_max_w1_080918_80okm,89.0,s1973
3174,rus_ege_max_w1_080918_123okm,94.0,s1973
3175,mat_ege_max_w1_050918_10chekb,78.0,s1974
3176,phi_ege_max_w1_030918_43chekb,55.0,s1974
3177,rus_ege_max_w1_030918_1knn,80.0,s1975
3178,mat_ege_max_w1_040918_12knn,70.0,s1975
3179,soc_opt_w2_021218_8aim,74.0,s1976
3180,phi_ege_max_w2_041018_132kum,92.0,s1977
3181,soc_ege_max_w1_070918_32chekb,81.0,s1977
3182,inf_int_on_w2_070219_1kumsk,84.0,s1978
3183,mat_ege_max_w1_080918_60okm,82.0,s1978
3184,inf_ege_max_w2_051018_27kum,70.0,s1979
3185,mat_ege_max_w1_050918_68okm,68.0,s1979
3186,mat_ege_int_w2_070219_14yar,50.0,s1980
3187,phi_ege_max_w1_050918_135kum,68.0,s1981
3188,bio_int_on_w2_040219_1kumsk,56.0,s1982
3189,rus_ege_opt_w2_291118_1krsn,41.0,s1983
3190,mat_ege_int_w1_190119_1chekb,74.0,s1984
3191,soc_ege_max_w1_070918_82okm,76.0,s1985
3192,rus_ege_max_w2_021018_107kum,80.0,s1985
3193,soc_ege_max_w1_050918_35chekb,76.0,s1986
3194,bio_ege_max_w2_041018_60mgnsk,68.0,s1987
3195,mat_ege_int_w2_060219_8airmsk,94.0,s1988
3196,phi_int_on_w2_060219_1kumsk,72.0,s1989
3197,che_ege_max_w2_061018_109vpspb,66.0,s1990
3198,mat_ege_max_w1_030918_36vpspb,76.0,s1990
3199,rus_ege_max_w1_050918_80vpspb,98.0,s1990
3200,mat_opt_w1_301018_12vpspb,72.0,s1991
3201,soc_ege_int_w2_090219_5vspb,70.0,s1991
3202,rus_ege_max_w2_011018_88vpspb,87.0,s1992
3203,inf_ege_max_w1_090918_18vpspb,94.0,s1992
3204,mat_ege_max_w1_050918_37vpspb,80.0,s1992
3205,his_ege_max_w1_090918_46mgnsk,54.0,s1993
3206,mat_ege_max_w1_070918_56blm,50.0,s1994
3207,rus_opt_w1_011118_8kum,96.0,s1994
3208,bio_ege_max_w1_090918_15kum,44.0,s1994
3209,rus_opt_w1_011118_8kum,91.0,s1995
3210,rus_ege_max_w1_030918_1knn,96.0,s1996
3211,soc_opt_w1_031118_2mgnsk,89.0,s1997
3212,his_opt_w2_281118_2mgnsk,89.0,s1997
3213,rus_ege_sint_SRED_on_170319_1web,62.0,s1998
3214,soc_ege_max_w2_071018_3volgd,72.0,s1999
3215,eng_ege_max_w1_060918_6blm,55.0,s2000
3216,rus_ege_max_w1_040918_4mgnsk,72.0,s2001
3217,soc_ege_max_w1_030918_21mgnsk,67.0,s2001
3218,eng_ege_max_w1_070918_49mgnsk,75.0,s2001
3219,phi_ege_max_w2_071018_24knn,55.0,s2002
3220,che_ege_max_w1_070918_107vpspb,89.0,s2003
3221,inf_ege_max_w1_090918_18vpspb,73.0,s2003
3222,soc_ege_int_ctp_mini_on_100219_2web,77.0,s2004
3223,soc_ege_max_w2_011018_4irk,89.0,s2005
3224,phi_opt_w2_291118_1knn,47.0,s2006
3225,mat_ege_int_w2_090219_4knn,68.0,s2006
3226,his_ege_int_w2_070219_4yar,48.0,s2007
3227,soc_ege_int_w2_040219_13yar,61.0,s2007
3228,lit_ege_max_w2_041018_61chekb,80.0,s2008
3229,soc_ege_max_w2_011018_93kum,92.0,s2009
3230,mat_ege_max_w2_021018_46kum,68.0,s2009
3231,his_ege_max_w1_080918_20vpspb,56.0,s2010
3232,soc_ege_max_w2_041018_68vpspb,67.0,s2010
3233,soc_ege_int_w2_110219_9rnd,53.0,s2011
3234,mat_ege_max_on_w1_030918_3kum,78.0,s2012
3235,eng_ege_max_w1_060918_6blm,78.0,s2013
3236,mat_ege_max_w1_040918_44blm,50.0,s2013
3237,soc_ege_max_w2_041018_68vpspb,70.0,s2014
3238,his_ege_max_w2_071018_34kum,63.0,s2015
3239,his_ege_max_w2_041018_23vpspb,70.0,s2016
3240,soc_ege_int_w2_090219_5vspb,66.0,s2016
3241,mat_ege_int_w2_070219_7airmsk,72.0,s2017
3242,inf_ege_int_w2_070219_1kumsk,68.0,s2017
3243,che_ege_max_w2_061018_141kum,89.0,s2018
3244,soc_ege_max_w1_030918_58vpspb,91.0,s2019
3245,mat_ege_max_w1_070918_56blm,86.0,s2020
3246,rus_ege_max_w2_021018_107kum,86.0,s2020
3247,bio_ege_max_w1_050918_46knn,61.0,s2021
3248,rus_int_on_w1_070219_1kumsk,80.0,s2021
3249,mat_ege_max_w1_030918_8knn,68.0,s2021
3250,soc_ege_int_w2_090219_5vspb,52.0,s2022
3251,mat_ege_int_baza_120219_1mgnsk,39.0,s2023
3252,mat_ege_max_w1_070918_13mgnsk,39.0,s2023
3253,phi_ege_max_on_w1_060918_9vpspb,60.0,s2024
3254,mat_ege_max_on_w1_040918_4kum,50.0,s2024
3255,rus_ege_max_w2_021018_107kum,80.0,s2025
3256,mat_ege_max_w1_040918_43kum,76.0,s2025
3257,his_ege_max_w1_090918_21vpspb,49.0,s2026
3258,che_ege_int_w2_040219_1kumsk,56.0,s2027
3259,rus_opt_w1_011118_8kum,62.0,s2028
3260,soc_ege_int_w2_090219_7kumsk,62.0,s2028
3261,INF_EGE_MAX_W1_080918_26Okm,68.0,s2029
3262,phi_ege_max_w1_080918_137okm,60.0,s2029
3263,mat_ege_max_w1_070918_55kum,68.0,s2029
3264,mat_ege_max_on+class_w2_290918_1tula,80.0,s2030
3265,phi_ege_max_on+class_w2_230918_1tula,84.0,s2030
3266,phi_opt_w2_011218_3chekb,76.0,s2031
3267,mat_opt_w1_041118_4chekb,80.0,s2031
3268,rus_ege_max_w1_090918_126blm,82.0,s2032
3269,bio_ege_max_w1_090918_15kum,73.0,s2033
3270,mat_ege_max_w1_030918_8chekb,27.0,s2034
3271,rus_ege_max_w1_070918_22chekb,51.0,s2034
3272,mat_ege_max_on_w2_031018_35Knn,62.0,s2035
3273,mat_ege_max_w1_080918_9mgnsk,78.0,s2036
3274,mat_ege_max_on_w1_030918_3kum,56.0,s2037
3275,lit_opt_on_w2_261118_kumsk,72.0,s2038
3276,mat_ege_max_w2_051018_2krsn,84.0,s2039
3277,rus_ege_max_w2_011018_4krsn,87.0,s2039
3278,his_ege_max_w1_090918_30kum,65.0,s2040
3279,bio_ege_max_w1_040918_57mgnsk,55.0,s2041
3280,bio_ege_max_w1_040918_9vpspb,53.0,s2042
3281,che_ege_max_w1_050918_108vpspb,68.0,s2042
3282,rus_ege_max_w2_051018_5mgnsk,91.0,s2043
3283,his_ege_max_w2_031018_48mgnsk,71.0,s2043
3284,phi_ege_max_on_w1_050918_8kum,72.0,s2044
3285,mat_ege_max_on_w2_031018_35Knn,70.0,s2044
3286,bio_ege_int_w2_050219_1kumsk,61.0,s2045
3287,mat_ege_int_w2_060219_8airmsk,45.0,s2045
3288,mat_ege_max_w1_050918_3chekb,56.0,s2046
3289,soc_ege_max_w1_070918_32chekb,84.0,s2046
3290,rus_opt_w2_021218_10vpspb,96.0,s2047
3291,his_ege_max_w1_050918_19vpspb,71.0,s2047
3292,soc_ege_max_w1_080918_33chekb,41.0,s2048
3293,lit_ege_max_w2_051018_volgd,0.0,s2049
3294,his_ege_max_w1_050918_31okm,100.0,s2050
3295,soc_ege_max_w1_030918_98blm,94.0,s2050
3296,rus_ege_max_w1_040918_121okm,98.0,s2050
3297,phi_opt_w2_011218_3chekb,54.0,s2051
3298,mat_ege_max_on+class_w2_290918_1tula,62.0,s2052
3299,rus_ege_max_on+class_w2_230918_1tula,80.0,s2052
3300,soc_ege_max_w1_080918_80okm,84.0,s2053
3301,soc_ege_max_w1_030918_98blm,82.0,s2054
3302,bio_ege_max_on_w1_050918_19kum,72.0,s2055
3303,rus_ege_sint_SRED_on_170319_1web,85.0,s2055
3304,his_ege_max_w2_031018_48mgnsk,56.0,s2056
3305,phi_ege_max_on_w1_050918_8kum,60.0,s2057
3306,bio_ege_max_on_w1_050918_19kum,84.0,s2058
3307,che_ege_max_on_w1_030918_18kum,74.0,s2058
3308,mat_ege_max_w1_030918_50blm,68.0,s2059
3309,phi_ege_max_w1_090918_44chekb,86.0,s2060
3310,rus_ege_max_w2_021018_26chekb,76.0,s2061
3311,mat_ege_max_w2_061018_64aim,39.0,s2062
